developerid,name,city,administrativedivision,country,founding_year
22110,Firehawk Studios,,,,
22111,Rebourne Studios,,,,
22112,Diceroll Studios,,,,
22113,EnterUserNamePlease,,,,
22114,Polybit,,,,
22115,Mirage Interactive,,,,
22116,s_unk,,,,
22117,Hodeaka Studio,,,,
22118,Storybird Games,,,,
22119,Talecore Studios,,,,
22120,Hudell Tales,,,,
22121,Wakagana,,,,
22122,Just Flight,,,,
22123,Raio-X,,,,
22124,Tripwire Interactive,Roswell,Georgia,United States,2005
22125,Alex Zelenskyi,,,,
22126,The Lunatic Tilemaps,,,,
22127,Virtual Heroes,Raleigh,North Carolina,United States,2004
22128,sheepChat Team,,,,
22129,Princess Soft,,,,
22130,WinterCell Studios,,,,
22131,Mustafa Kosdak,,,,
22132,Bryson MacDuff,,,,
22133,Sunside Inc,,,,
22134,Raptor Claw Games,,,,
22135,TwinDrills,,,,
22136,Zeroscale,,,,
22137,The Munky,,,,
22138,Red Iron Labs,,,,
22139,Happy Polygon,,,,
22140,Acerio Games,,,,
22141,Dust Devil Studios Inc.,,,,
22142,Lucky You Studio,,,,
22143,Pirate-Rob,,,,
22144,Experience,,,,
22145,"Filip Dusek, Empty Keys",,,,
22146,TB Games,,,,
22147,"Volition, Inc.",,,,
22148,Panda Indie Studio,,,,
22149,Rendercode Games,,,,
22150,Binary Giants,,,,
22151,Jarhead Games,,,,
22152,Skydome Entertainment,,,,
22153,Mr. Podunkian,,,,
22154,Team Fork,,,,
22155,i273 LLC,,,,
22156,Thirsten Studios,,,,
22157,KoukouStudios,,,,
22158,Yuzusoft,,,,
22159,Game Developer X,,,,
22160,ZCH字母君,,,,
22161,Alex Danilow,,,,
22162,Alex Meng,,,,
22163,Mind Crew,,,,
22164,Black Jacket Studios,,,,
22165,TomCGames,,,,
22166,Solid Dev,,,,
22167,"Broken Window Studios, LLC",,,,
22168,pointfiveteam,,,,
22169,Dwarfaparte,,,,
22170,Binary Fortress Software,,,,
22171,LoadUpGames.com,,,,
22172,Tea & Cake Games,,,,
22173,Anino Games,,,,
22174,metamorpho,,,,
22175,Drop Dead Interactive,,,,
22176,Oliver Boyce,,,,
22177,nitopu,,,,
22178,动想网络,,,,
22179,Olde Sküül,,,,
22180,Funny,,,,
22181,Red Hook Studios,,,,
22182,Lord Puggington Games,,,,
22183,Artur Mandas,,,,
22184,Curious Planet,,,,
22185,GameConnect,,,,
22186,Purple Kingdom Games,,,,
22187,Prospect Games,,,,
22188,SkyWorks Digital,,,,
22189,SnoutUp,,,,
22190,Fernando Paulo,,,,
22191,Idea Factory International,,,,
22192,嘟嘟,,,,
22193,Sleeping Hero,,,,
22194,The Most,,,,
22195,Trapped Team,,,,
22196,AtomTeam,,,,
22197,Filipinjo,,,,
22198,Polyslash,,,,
22199,FlyAnvil,,,,
22200,ADhD Studios,,,,
22201,The Game Bakers,,,,
22202,"SPECIAL MAGIC GAMES, LLC",,,,
22203,Team Salvato,,,,
22204,南方堂果,,,,
22205,MAMMOTH,,,,
22206,Sundae Month,,,,
22207,Bacon Wrapped Games,,,,
22208,Jon Pennant,,,,
22209,Polyphony Digital,Tokyo,,Japan,1998
22210,BeardedBrothers.games,,,,
22211,Monkey Stories,,,,
22212,YFYX GAMES,,,,
22213,Social Loner Studios,,,,
22214,Spellbound,,,,
22215,SPLine,,,,
22216,BeiJing Da Xing Media Limited Company,,,,
22217,Cydonian Games,,,,
22218,Magnesium Ninja,,,,
22219,Indio Games,,,,
22220,Peter Gutenko,,,,
22221,TeamTop Games,,,,
22222,Whitethorn Digital,,,,
22223,Most Ancient,,,,
22224,Nicholas Mallory,,,,
22225,Petroglyph,Las Vegas,Nevada,United States,2003
22226,HitGrab Game Labs,,,,
22227,Aperico Software,,,,
22228,Perfect World,Beijing,,China,2004
22229,Capt. McCay Soft,,,,
22230,Whoop Group,,,,
22231,Reiza Studios,,,,
22232,Epic Games,Cary,North Carolina,United States,1991
22233,DeepWorks Studios,,,,
22234,Gunfire Games,Austin,Texas,United States,2014
22235,calme,,,,
22236,Broken Dream Studio,,,,
22237,Q-Cumber Factory,,,,
22238,Hokkaido Studios,,,,
22239,Oasis VR,,,,
22240,5th VR,,,,
22241,Lux Science,,,,
22242,Digitalmindsoft,Ulm,,Germany,2006
22243,George Allan,,,,
22244,Marcus Nichols,,,,
22245,Studio Nihilominus,,,,
22246,Kayabros,,,,
22247,Ametist studio,,,,
22248,Nine Dots Studio,,,,
22249,crowgames,,,,
22250,Meka Games,,,,
22251,Bradley Hennessey,,,,
22252,Default Interactive,,,,
22253,Baldur Games,,,,
22254,Good Bit,,,,
22255,Brandon Bielski,,,,
22256,Light Label Entertainment,,,,
22257,James Fitzgerald (Cavedens),,,,
22258,HL-Galgame,,,,
22259,Creepy Cute,,,,
22260,Loudpak Studios,,,,
22261,Maniac Games,,,,
22262,Legend Studio,,,,
22263,Trebuchet,,,,
22264,The Rogue Initiative,,,,
22265,Bongfish GmbH,,,,
22266,Duckman Army Games,,,,
22267,Numantian Games,,,,
22268,Hidoi Games,,,,
22269,Totem Studio,,,,
22270,Art of The Rush,,,,
22271,Origin8,,,,
22272,Clone Corps,,,,
22273,Shardcien,,,,
22274,Death Hill Games,,,,
22275,Alex Bair Games,,,,
22276,Red13Indie,,,,
22277,Frozenbyte,Helsinki,,Finland,2001
22278,Star Bunny Enterprises,,,,
22279,ZaraCodeGames,,,,
22280,Crunching Koalas,,,,
22281,"Metaware Limited, LLC",,,,
22282,ODD Games,,,,
22283,Blacksmith Studios,,,,
22284,Laina Interactive,,,,
22285,Bird Man Games,,,,
22286,Meltdown Interactive Media,,,,
22287,Toffee Games,,,,
22288,Cersgame Studios,,,,
22289,"Truant pixel, LLC",,,,
22290,Hammerspace Games,,,,
22291,CTgames,,,,
22292,Random developers,,,,
22293,北京九鳳信息科技有限公司,,,,
22294,Joshua Missile,,,,
22295,Brightside Games,,,,
22296,Studio RO,,,,
22297,Boncho Games,,,,
22298,Decoder,,,,
22299,Busking Software,,,,
22300,DRUNKEN APES,,,,
22301,Chronova,,,,
22302,Blue Bottle Games,,,,
22303,REAL,,,,
22304,"Monolith Productions, Inc.",,,,
22305,Icarus Games,,,,
22306,Javaground,Irvine,Massachusetts,United States,2001
22307,BagelMaster5000,,,,
22308,Factor 5,,,,
22309,Patrick God,,,,
22310,STXsurreal,,,,
22311,Josh Moody,,,,
22312,EVXIO,,,,
22313,Kalan Ray,,,,
22314,Kelkafa Studios,,,,
22315,CINEMUR,,,,
22316,Flightless,,,,
22317,"Beijing Omnicity Technology Co., Ltd.",,,,
22318,Alex Carpenter,,,,
22319,Cosmic Logic,,,,
22320,LinkUp Games,,,,
22321,Daisy Maze Games,,,,
22322,Pixel Whale,,,,
22323,MOS Games,,,,
22324,EasyGames,,,,
22325,Cylight Studios,,,,
22326,Raven Travel Studios,,,,
22327,Everglow Interactive Inc.,,,,
22328,Blackjard Softworks,,,,
22329,Fairy Forest,,,,
22330,Infinity Plus 2,,,,
22331,Jonathan McCarthy,,,,
22332,StellarXiela,,,,
22333,Sayan,,,,
22334,2K Boston,,,,
22335,a2z Interactive,,,,
22336,Arrowiz,,,,
22337,Sakura River Interactive,,,,
22338,Moonlight Studios,,,,
22339,Rightstick Studios,,,,
22340,"Vblank Entertainment, Inc.",,,,
22341,OC Game Studio,,,,
22342,Idol FX,,,,
22343,Volition Inc.,,,,
22344,Tesseract Interactive,,,,
22345,T&E Soft,Aichi,,Japan,1982
22346,Yo252yo,,,,
22347,Log Games Ltd,,,,
22348,CookieByte Entertainment,,,,
22349,NDcube,Tokyo,,Japan,2000
22350,Mattrified Games,,,,
22351,Spectrum Games,,,,
22352,PixelBrain Studio,,,,
22353,Muro Studios,,,,
22354,Infinite Beta Games,,,,
22355,Moving Dimensions,,,,
22356,LucasGame,,,,
22357,Brain&Brain,,,,
22358,Unrea,,,,
22359,Espen-André Bodin,,,,
22360,JasmineSummer Project,,,,
22361,André Bertaglia,,,,
22362,Piranha Bytes,Essen,,Germany,1997
22363,"BeiJing FlyDream Interactive co.,ltd",,,,
22364,NovaLogic,Agoura Hills,California,United States,1985
22365,rocketship,,,,
22366,Alder Games,,,,
22367,Snail Games,,,,
22368,Setapp Sp. z o.o.,,,,
22369,Vertex Pop,,,,
22370,Mexond,,,,
22371,Red Nexus Games Inc.,,,,
22372,Fratboy Entertainment,,,,
22373,Colorspace Studio,,,,
22374,Martin Simeth,,,,
22375,Pieces Interactive,,,,
22376,Hidden Achievement LLC,,,,
22377,Planet Moon Studios,,,,
22378,Rockets and Cats,,,,
22379,Retraissance,,,,
22380,Blunt Games,,,,
22381,SOOTH Inc.,,,,
22382,Gamebridge,,,,
22383,Mouseless Media,,,,
22384,Magic Spell Studios,,,,
22385,Carbon Games,,,,
22386,Elllinia games,,,,
22387,MeDungeon Ltd.,,,,
22388,OverjoyedGameDevs,,,,
22389,Painted Sky Studios,,,,
22390,Hitbear Studio,,,,
22391,[erka:es],,,,
22392,Escapist Games Ltd,,,,
22393,MadeOfDinosaurs,,,,
22394,Brewsterland Studios,,,,
22395,Artur Berkowski Berobasket,,,,
22396,Six Foot,,,,
22397,Valve,Kirkland,Washington,United States,1996
22398,Electrical Eagle,,,,
22399,ToBringAlive,,,,
22400,Shiv,,,,
22401,Syberstudio,,,,
22402,4ShawGames,,,,
22403,GOSDEP USA,,,,
22404,Luxoflux,Santa Monica,California,United States,1998
22405,Datam Polystar,,,,
22406,L&L Studio,,,,
22407,Really Interactive,,,,
22408,Feline Fuelled Games,,,,
22409,Saad Khan,,,,
22410,Amegami,,,,
22411,Digital Entertainment,,,,
22412,Aksys Games,,,,
22413,Loser/s,,,,
22414,Chad Close,,,,
22415,Gainax Network Systems,,,,
22416,Geezer Games,,,,
22417,MarksApp,,,,
22418,Morenori Soft,,,,
22419,Gonagame Studio,,,,
22420,"Vrideo, Inc.",,,,
22421,Upper Byte,,,,
22422,Wolfray Entertainment,,,,
22423,Maris Ozols,,,,
22424,A Trifle Odd,,,,
22425,Frogshark,,,,
22426,Aya Game Studio,,,,
22427,U Game Me,,,,
22428,DolpGames,,,,
22429,"NineD Digital,Nuclear Studio",,,,
22430,GoingForwardTeam,,,,
22431,视趣互动（天津）科技有限公司,,,,
22432,ChairKilling,,,,
22433,Unknown Worlds Entertainment,,,,
22434,Epic MegaGames,,,,
22435,Juggler Games,,,,
22436,Biodrone Studios,,,,
22437,magicdweedoo,,,,
22438,Ma-mu-i,,,,
22439,Blazing Stick,,,,
22440,slampunks,,,,
22441,Fantastico Studio,,,,
22442,Bikkuri Software,,,,
22443,Tuomo Laine,,,,
22444,M.R.S.,,,,
22445,Futuretown,,,,
22446,Spicy Horse Games,,,,
22447,Jochen Mistiaen,,,,
22448,Blit Software,,,,
22449,The DF Team,,,,
22450,Qrakhen,,,,
22451,Brainwashing Games,,,,
22452,Squid In A Box Ltd,,,,
22453,Let it roll AB,,,,
22454,Zen Relay Games,,,,
22455,Eagle Dynamics SA,,,,
22456,Another Noname,,,,
22457,Digital Upthrust,,,,
22458,Backwoods Entertainment,,,,
22459,KL GAMES,,,,
22460,Foggybus,,,,
22461,Egamea Game Studios,,,,
22462,Blake Garner,,,,
22463,Net Games Laboratory,,,,
22464,Burnin Ape,,,,
22465,Sea Creature Sandwich,,,,
22466,KAVA Game Studio,,,,
22467,Claudio Catalano,,,,
22468,DigitalWorldEntertainment,,,,
22469,Spacelight Studio,,,,
22470,Notus Games Ltd,,,,
22471,Mimimi Games,Munich,,Germany,2011
22472,Linkflag,,,,
22473,Boxhead Games,,,,
22474,Colossus Interactive,,,,
22475,Imaginary Monsters,,,,
22476,Ionel Zeveleanu,,,,
22477,Wildgrass,,,,
22478,HorngYeuan Digital,,,,
22479,Axela,,,,
22480,Skeleton Crew Studios,,,,
22481,Luis Eduardo Guedes Martins,,,,
22482,Creative Concepts,,,,
22483,Pegnio Ltd,,,,
22484,Josyan,,,,
22485,Specular Theory,,,,
22486,Dan Walters,,,,
22487,ONEONE1,,,,
22488,Markus Fick,,,,
22489,MrCiastku,,,,
22490,TAS Systems,,,,
22491,DreamWorks Interactive,,,,
22492,1C-Avalon,,,,
22493,AL Games,,,,
22494,AVE,,,,
22495,Quaternion Studio,,,,
22496,Famiku,,,,
22497,Ryabov Eduard,,,,
22498,Black Lime Studio,,,,
22499,Stitched Mouth Studios,,,,
22500,DoubleC Games,,,,
22501,New Horizon Productions,,,,
22502,ImageCode,,,,
22503,David CAYE,,,,
22504,SapphireSoft,,,,
22505,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,,,,
22506,Steven Luo,,,,
22507,#���?,,,,
22508,Colugo Productions Inc.,,,,
22509,Mattel Interactive,,,,
22510,Mogila Games,,,,
22511,Pirate Parrot,,,,
22512,CGGAMES,,,,
22513,Ryan Melmoth,,,,
22514,Team-Jungle,,,,
22515,Irisloft,,,,
22516,BYU Animation -  Class of 2016,,,,
22517,Joshua Hughes,,,,
22518,Angel D,,,,
22519,Warhorse Studios,Prague,,Czech Republic,2011
22520,Mad Triangles,,,,
22521,Polyquest Games,,,,
22522,Team DYO,,,,
22523,Crematorium of Time,,,,
22524,Cadence Games,,,,
22525,ERS G-Studios,,,,
22526,Ntronium Games,,,,
22527,Weltrom Studios,,,,
22528,Turbo Pixel Studios,,,,
22529,Badland Studio,,,,
22530,Greyson Richey,,,,
22531,Beep2Bleep.com,,,,
22532,SMILEAXE,,,,
22533,Yaka,,,,
22534,GENOVA Softworks,,,,
22535,Zero Degrees Games,,,,
22536,Wildwood Game Studios,,,,
22537,nkmr appworks,,,,
22538,Valhalla Cats,,,,
22539,Micro Cabin,,,,
22540,Nomad Studio,,,,
22541,Brad Smith,,,,
22542,Rogue Star,,,,
22543,Timberwolf Studios,,,,
22544,Jamhack Games,,,,
22545,Tentacle Games,,,,
22546,Power of 2,,,,
22547,T-Rexcellent Studios,,,,
22548,VACTOR,,,,
22549,FuRyu Corporation,,,,
22550,Dual Heights Software,,,,
22551,Arcade Zone,,,,
22552,Tinogames Inc.,,,,
22553,Game Kombinat,,,,
22554,NorbSoftDev,,,,
22555,Among Giants,,,,
22556,Supercell,Helsinki,,Finland,2010
22557,Skunkwerks Kinetic,,,,
22558,NewWestGames,,,,
22559,Illusion Foundry Inc.,,,,
22560,q-bit Games,,,,
22561,Netease Games,,,,
22562,ChuMoran,,,,
22563,张公子,,,,
22564,Eliser Wiedemann,,,,
22565,Cyberlore,,,,
22566,Leisure Police,,,,
22567,Teku Studios,,,,
22568,冯卫朋,,,,
22569,"Digital Cookie Co., Ltd.",,,,
22570,搞快点工作室,,,,
22571,xuan,,,,
22572,Dire Nerd Studios,,,,
22573,FirstForever Studios,,,,
22574,Cold Pressed Games,,,,
22575,Thunderbullet Game Co.,,,,
22576,Skull,,,,
22577,Burning Daylight Team,,,,
22578,Enno Gottschalk,,,,
22579,Girls Dance Studio,,,,
22580,CRJ Games,,,,
22581,Hyperion Studio Limited,,,,
22582,XMINutesGames,,,,
22583,Akiragoya,,,,
22584,GRASSHOPPER MANUFACTURE INC.,,,,
22585,Might and Delight,,,,
22586,Missing Sentinel Software,,,,
22587,ForepawSoft,,,,
22588,Digital Cybercherries,,,,
22589,Daniel Jeanneau,,,,
22590,PuppetPlan,,,,
22591,HuniePot,,,,
22592,Worthing & Moncrieff,,,,
22593,Games Distillery s.r.o.,,,,
22594,Tomas Gonzalez,,,,
22595,"Engient, Inc",,,,
22596,attic Entertainment Software GmbH,,,,
22597,Media Factory,,,,
22598,Digital Crafter,,,,
22599,RigidCore Games,,,,
22600,Iced Lizard Games,,,,
22601,Experimental Foundation,,,,
22602,TERARIN GAMES,,,,
22603,Norbert Palacz,,,,
22604,Sombr Studio,,,,
22605,Street Lamp Games,,,,
22606,Christopher Meyer,,,,
22607,Lol,,,,
22608,Mark Hill,,,,
22609,syuuyuusya,,,,
22610,Jumb-O-Fun Games Inc,,,,
22611,Brothers Flint,,,,
22612,Mongoose Net Ltd.,,,,
22613,easygame,,,,
22614,The Dovetail Group,,,United States,
22615,Creobit,,,,
22616,Aurox Studios,,,,
22617,Xuebao Games,,,,
22618,Playmore,,,,
22619,Incuvo S.A.,,,,
22620,Allosaurus,,,,
22621,"YGGDRAZIL GROUP CO.,LTD",,,,
22622,Exe Games Inc.,,,,
22623,Mark Sowders,,,,
22624,Chota Games Studio,,,,
22625,QUByte Interactive,,,,
22626,Blueshift Media,,,,
22627,Narayan Games,,,,
22628,Dmitriy Uvarov,,,,
22629,FrameLineNetwork,,,,
22630,Milpitians,,,,
22631,Heavy Safe Studios,,,,
22632,You are Fired! team,,,,
22633,Insanity Games,,,,
22634,Simon Blasen,,,,
22635,Novation Games,,,,
22636,m12y,,,,
22637,lovelin,,,,
22638,Chris Parsons,,,,
22639,Meteoric Games,,,,
22640,QuantumSquid Interactive,,,,
22641,Riku Heikkilä,,,,
22642,Pezomi,,,,
22643,Gameland Arr En Dee,,,,
22644,AWE Games,,,,
22645,Antonio Latronico,,,,
22646,Christian Boman,,,,
22647,Crash Wave Games Inc.,,,,
22648,JimDex,,,,
22649,"Gamieon, Inc.",,,,
22650,The Artistocrats,,,,
22651,eProdigy,,,,
22652,Submersivo Game Studio,,,,
22653,Night Node Software,,,,
22654,Lions Crayons Games,,,,
22655,Quicksilver Software,,,,
22656,Team HalfBeard,,,,
22657,Sidhe,,,,
22658,GATO STUDIO,,,,
22659,Masthead Studios Ltd,,,,
22660,Little Games Company,,,,
22661,PixelMouse,,,,
22662,AJetBear Entertainment,,,,
22663,Grace Bruxner,,,,
22664,Thrillion,,,,
22665,"Jundroo, LLC",,,,
22666,Hammer Games,,,,
22667,Alex Serpentini,,,,
22668,free08Games,,,,
22669,Frizzank,,,,
22670,ASCII Media Works,,,,
22671,Rydeom,,,,
22672,RepkaTechStudio,,,,
22673,KY,,,,
22674,Taotie Industries,,,,
22675,100 Stones Interactive,,,,
22676,Shadebob Games,,,,
22677,keggame,,,,
22678,Boolat Games,,,,
22679,Philippe Pelchat,,,,
22680,Matt Stanton,,,,
22681,DistrictTeam,,,,
22682,Palcom,,,,
22683,Vicente Rosell Roig,,,,
22684,The Archotek Project Team,,,,
22685,Ratz 'N' Godz,,,,
22686,Crispon Games,,,,
22687,Mike Harris,,,,
22688,T.D,,,,
22689,Gametek Brasil,,,,
22690,DSI Games,,,,
22691,Yamiuchi Project,,,,
22692,SoundAndFuryGames,,,,
22693,Hatipoglu Sores,,,,
22694,CyberphobX,,,,
22695,NFA,,,,
22696,乐吧工作室,,,,
22697,System 3 Arcade Software,,,,
22698,Fire Leaf Studio,,,,
22699,Forcequitapplicatons,,,,
22700,The Good Mood Creators,,,,
22701,Blake Fix,,,,
22702,LemoNeko Software,,,,
22703,Egosoft,Würselen,,Germany,1988
22704,Magiko Gaming,,,,
22705,Creativ Game Developer LLC,,,,
22706,Lexis Numerique,,,,
22707,KAGAMI WORKs,,,,
22708,Aquiris Game Studio,,,,
22709,A Small Game AB,,,,
22710,Tall Tail Studios,,,,
22711,Kumkwat Entertainment,,,,
22712,Darkcross Games,,,,
22713,Shorebound Studios,,,,
22714,Carlos Vázquez Ordóñez,,,,
22715,Skunk Software,,,,
22716,Laser Dog,,,,
22717,Impetus Games,,,,
22718,Visiontrick Media,,,,
22719,Kiwiforge,,,,
22720,重庆环游者网络科技,,,,
22721,CreptsyStudio,,,,
22722,Helsinki Noir,,,,
22723,Ultaan Games,,,,
22724,Trazzy Entertainment,,,,
22725,Third Wire Productions,,,,
22726,Richard Fox - Development,,,,
22727,SUNYU Software,,,,
22728,The Indie Forge,,,,
22729,"SEEDGAMES Co., Ltd.",,,,
22730,Studio Evil,,,,
22731,"Hassey Enterprises, Inc.",,,,
22732,FrostbiteGames,,,,
22733,ViWo Games,,,,
22734,"COR Entertainment, LLC",,,,
22735,Catmoon Productions,,,,
22736,Q-Ball Games LLC,,,,
22737,Lotte|EoD,,,,
22738,Rhys510,,,,
22739,VRGEN,,,,
22740,Sekerin Productions,,,,
22741,SmartVR Studio,,,,
22742,Curious Panda Games,,,,
22743,Cat Nigiri,,,,
22744,D. W. O'Boyle,,,,
22745,Grey Reality Studios,,,,
22746,Magic Era,,,,
22747,SteinBock Games,,,,
22748,VaragtP,,,,
22749,Crania Games,,,,
22750,exosyphen studios,,,,
22751,Travis Forkner,,,,
22752,One Hamsa,,,,
22753,Exalted Guy Interactive,,,,
22754,Yury Chadaev,,,,
22755,HyperSloth,,,,
22756,"Beamz Interactive, Inc.",,,,
22757,Attraction Studios,,,,
22758,Ilias Giouroukis,,,,
22759,Diax Game,,,,
22760,Babloon Studios,,,,
22761,Awesome Enterprises,,,,
22762,Interstellar Tortoise,,,,
22763,Evgeniy Alemzhin,,,,
22764,"Neon Chasm, LLC",,,,
22765,Sensible Software,Cambridge,England,United Kingdom,1986
22766,Upineleed,,,,
22767,Neuron Flare Works,,,,
22768,High Voltage Software,Hoffman Estates,Illinois,United States,1993
22769,Nick Page!,,,,
22770,Studio spektar,,,,
22771,DigitasLBi,,,,
22772,Marshall Latimer,,,,
22773,idsibidsi games,,,,
22774,ArtVostok,,,,
22775,Drowning Monkeys Games,,,,
22776,Curtis Campion,,,,
22777,Baroque Decay,,,,
22778,"AndrewDrumov, Sanke Berdochan",,,,
22779,Touchstone,,,,
22780,Whootgames,,,,
22781,Pixel Lantern,,,,
22782,Rocket Company,,,,
22783,Second Reality,,,,
22784,Wolverine Studios,,,,
22785,Sky Nite,,,,
22786,Stygian Software,,,,
22787,Tuque Games,,,,
22788,TRI.G,,,,
22789,Playsoft,,,,
22790,Beavis Soft,,,,
22791,Tomi Syväjärvi,,,,
22792,Free Lives,,,,
22793,Navarre Corp,,,,
22794,iwangr,,,,
22795,Two Taters,,,,
22796,DyneWulf,,,,
22797,Alien Pixel Studios,,,,
22798,EvilCoGames,,,,
22799,14 Dimension Enterprise,,,,
22800,AncientSky Games,,,,
22801,anchor Inc.,,,,
22802,Plueschkatze,,,,
22803,Selenion Games,,,,
22804,Jorge Aires,,,,
22805,felipejoys,,,,
22806,None,,,,
22807,Hard Rock Studios,,,,
22808,Metalhead Software Inc.,,,,
22809,Neople,,,,
22810,PlayFusion,,,,
22811,Roger Barton,,,,
22812,Image & Form Games,,,,
22813,TeamTOCH,,,,
22814,White Sparkle Games,,,,
22815,Iconic Games,,,,
22816,Levall Games AB,,,,
22817,Ran,,,,
22818,SculptrVR,,,,
22819,All Parts Connected,,,,
22820,COSEN,,,,
22821,VRFavs,,,,
22822,Radaev Valentine,,,,
22823,LightArrow Games,,,,
22824,Geuluteogi,,,,
22825,Hariharan S,,,,
22826,SandVUE,,,,
22827,Cartboard Games,,,,
22828,Artur Petrov,,,,
22829,Linden Lab,San Francisco,California,United States,1999
22830,Koyotis Studio,,,,
22831,Kavkaz Sila Games,,,,
22832,Hubblegum,,,,
22833,Thunder Devs.,,,,
22834,M3G1DD0,,,,
22835,BetsonGames,,,,
22836,Nodbrim Interactive,,,,
22837,Delusional Games,,,,
22838,Trav Nash,,,,
22839,BlauwPrint,,,,
22840,Shichifu,,,,
22841,Love in Space,,,,
22842,Azimuthstar,,,,
22843,Pragmatix Ltd,,,,
22844,Team Full Sail,,,,
22845,Bloodline Games,,,,
22846,ORBI Games,,,,
22847,Denis Galewski,,,,
22848,studiocime,,,,
22849,Mad Goblin Games,,,,
22850,13-lab,,,,
22851,VladCastillo,,,,
22852,Gabriel Schwab,,,,
22853,Pavo Studio,,,,
22854,Lightning Rock,,,,
22855,CreativeOvenStudio,,,,
22856,DanielDavisGames,,,,
22857,Smit Parmar,,,,
22858,"Oh, a Rock! Studios",,,,
22859,Obi-Wanya,,,,
22860,AZAMATIKA,,,,
22861,Mark Radocy,,,,
22862,Burnt Fuse,,,,
22863,ChessBase,,,,
22864,Puny Human,,,,
22865,Cuirass Entertainment Ltd.,,,,
22866,Cardboard Keep,,,,
22867,webgames,,,,
22868,Voxler Games,,,,
22869,Streko Graphics,,,,
22870,Loot Inside,,,,
22871,takayakata,,,,
22872,Dark Water Studios Ltd,,,,
22873,迷糊的安安,,,,
22874,Mark Craigie,,,,
22875,Steve Gabry,,,,
22876,Color Core,,,,
22877,J. King-Spooner,,,,
22878,Santiago Ramirez,,,,
22879,Herrero Games,,,,
22880,app2fun,,,,
22881,Bogdan Sychkov,,,,
22882,Nezon Production,,,,
22883,Booming Games,,,,
22884,Crackpot Entertainment,,,,
22885,JustE AAN,,,,
22886,Knife Edge Software,,,,
22887,Nawia Games,,,,
22888,Mike Pickering,,,,
22889,Sinister Systems,,,,
22890,Unwhale Studio,,,,
22891,Youxicehuahuisuo,,,,
22892,Knowledge Adventure,,,,
22893,Celery Emblem™,,,,
22894,Joona Vartiainen,,,,
22895,"Standing Stone Games, LLC",,,,
22896,上海杜昂网络科技有限公司,,,,
22897,JimJams Games,,,,
22898,Alawar Five-BN,,,,
22899,Brian Cronin,,,,
22900,Fun Games For Free,,,,
22901,PnC Narratives,,,,
22902,Deimos Games,,,,
22903,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",,,,
22904,Chumoran,,,,
22905,.M.Y.W.,,,,
22906,RogueWare,,,,
22907,WOLCEN Studio,,,,
22908,Dominik Michalke,,,,
22909,Mad Gnolas,,,,
22910,Genesz,,,,
22911,Brainbox Software,,,,
22912,Gametroleum,,,,
22913,AFF Dev Team,,,,
22914,Veibyn,,,,
22915,Pixel Error,,,,
22916,hede,,,,
22917,Girls Make Games,,,,
22918,Reikon Games,,,,
22919,Koga Tech Limited,,,,
22920,Velvet Paradise Games,,,,
22921,MME,,,,
22922,Amazu Media,,,,
22923,Crazysoft ltd,,,,
22924,InterOne Inc.,,,,
22925,KRISSADA LAEBUT,,,,
22926,Red Obsidian Studio,,,,
22927,Blackpowder Games,,,,
22928,Marker Limited,,,,
22929,TURBOGUN,,,,
22930,"Octopus Interactive VR, LLC",,,,
22931,Monolith,,,,
22932,"CAPCOM CO., LTD",,,,
22933,INGAME,,,,
22934,Playboom,,,,
22935,Kando Games,,,,
22936,Risin' Goat,,,,
22937,Sparks Games,,,,
22938,Odamir Khaulepi,,,,
22939,Frame Interactive,,,,
22940,Noclip,,,,
22941,Virtual Play Games,,,,
22942,AMIDEA Games,,,,
22943,Yah_Shi,,,,
22944,SolarLune Games,,,,
22945,Gory Detail Limited,,,,
22946,VR Studio,,,,
22947,Hackberry,,,,
22948,Folo Studio,,,,
22949,Hajime Doujin Circle,,,,
22950,LifeSpark Entertainment,,,,
22951,Team Psykskallar,,,,
22952,Synset,,,,
22953,Siberian Digital,,,,
22954,Evgenii Gubanov,,,,
22955,The pocket company,,,,
22956,Render Cube,,,,
22957,WarpFrog,,,,
22958,InterWave Studios,,,,
22959,Enix Corporation,,,,
22960,Polished Games,,,,
22961,ECC GAMES S.A.,,,,
22962,Positech Games,,,,
22963,Kids Station,,,,
22964,3G:Games,,,,
22965,中三之家,,,,
22966,Sierra Lee,,,,
22967,Metaware,,,,
22968,Watercress Studios,,,,
22969,Henrique Pegacha,,,,
22970,Renan Miguelote Vianna,,,,
22971,Serenity Forge,,,,
22972,N94Games,,,,
22973,BigCode Games Pvt Ltd,,,,
22974,Output Games,,,,
22975,Kailang Fu,,,,
22976,Blue Fiddich制作组,,,,
22977,CopperBrain,,,,
22978,Drakeling Labs,,,,
22979,NuclearFirecracker,,,,
22980,Dangerous Derk Interactive,,,,
22981,Zeno Rogue,,,,
22982,Stay Awake Games,,,,
22983,Elibo Games,,,,
22984,Fair Games,,,,
22985,Heluo Studio,,,,
22986,Mythical Alterno,,,,
22987,Dead Inside Studio,,,,
22988,Vae Victis Games,,,,
22989,1C-SoftClub,,,,
22990,Captain Fluffy,,,,
22991,AK84C,,,,
22992,Silver Goblet Games,,,,
22993,Pixel Theory Games,,,,
