gameid,name,requiredage,price
14628,Hitman: Absolution™,18,14.99
14629,Hitman: Blood Money,18,9.29
14630,Hitman: Codename 47,18,7.19
14631,Hitman: Contracts,16,8.29
14632,Hitman: HD Trilogy,,
14633,HITMAN™ 2,0,44.99
14634,Hitogata Happa,0,2.79
14635,Hitori,0,0.78
14636,Hitotsu Tobashi Renai V,,
14637,Hive,0,6.99
14638,Hive Jump,0,14.99
14639,HIVE: Altenum Wars,0,7.99
14640,Hiveswap Friendsim,0,0.79
14641,HIVESWAP: Act 1,0,5.59
14642,HOARD,0,6.99
14643,Hob,0,14.99
14644,Hobo: Tough Life,0,13.99
14645,HOCKEY SPACE,0,3.99
14646,hocus,0,0.79
14647,Hocus Pocus,0,3.99
14648,HoCWar,0,0
14649,HoD: On open seas,0,0.79
14650,Hogan's Alley,,
14651,Hoggy 2,0,3.99
14652,Hogs of War,0,3.99
14653,Hokan: Monster Slayer,0,0.79
14654,Hokuto no Ken,,
14655,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,,
14656,Hold My Beer,0,1.69
14657,Hold the door!,0,0
14658,Hold the Line: The American Revolution,0,10.99
14659,Hold your houses,0,0.79
14660,Hold Your Own,0,11.39
14661,Holdfast: Nations At War,0,14.99
14662,Hole in the Wall: Deluxe Edition,,
14663,Holiday Bonus GOLD,0,4.99
14664,Holiday Escape,0,0
14665,Hollow,0,14.99
14666,Hollow Halls,0,1.99
14667,Hollow Knight,0,10.99
14668,Hollow Steps,0,2.89
14669,Hollow Throne,0,0.79
14670,Hollowed,0,0
14671,Holly Hobbie & Friends,,
14672,Hollywood Squares,,
14673,Hollywood Visionary,0,3.99
14674,Holo-Graham,0,2.09
14675,HoloBall,0,10.99
14676,Holobunnies: Pause Cafe,0,3.99
14677,Holodance,0,15.49
14678,Holodaze,0,1.99
14679,Holodrive,0,0
14680,HoloLAB Champions,0,7.19
14681,HOLONGLIDE,0,2.09
14682,Holopoint,0,10.99
14683,Holopoint: Chronicle,0,14.49
14684,Holy Avatar vs. Maidens of the Dead,0,6.99
14685,Holy Avenger,0,6.99
14686,Holy Invasion of Privacy Badman! What Did I Do to Deserve This?,,
14687,Holy Potatoes! A Spy Story?!,0,12.99
14688,Holy Potatoes! A Weapon Shop?!,0,10.99
14689,Holy Potatoes! We’re in Space?!,0,11.99
14690,Holy Potatoes! What the Hell?!,0,5.79
14691,Holy Road,0,15.49
14692,Holy Towers,0,3.99
14693,Holyday City: Reloaded,0,0
14694,Home,0,1.99
14695,Home - A VR Spacewalk,0,0
14696,Home Behind,0,4.79
14697,Home Darkness - Escape?,0,0.79
14698,Home Design 3D,0,6.99
14699,Home Improvisation: Furniture Sandbox,0,6.99
14700,Home is Where One Starts...,0,1.99
14701,Home Run,,
14702,Home Run King,,
14703,Home Run Solitaire,0,3.99
14704,Home Security,0,3.99
14705,Home Sheep Home 2,0,6.99
14706,Home Sweet Home,0,12.99
14707,Home Wars,0,6.99
14708,HOMEBOUND,0,5.99
14709,Homebrew - Patent Unknown,0,13.99
14710,Homefront,0,14.99
14711,Homefront: The Revolution,,
14712,Homefront®: The Revolution,18,24.99
14713,Homeless Simulator,0,0.79
14714,Homesick,0,10.99
14715,HomestarVR,0,7.19
14716,Hometown Story,,
14717,Homeworld,,
14718,Homeworld 2,,
14719,Homeworld Defense,0,2.89
14720,Homeworld Remastered Collection,0,26.99
14721,Homeworld: Deserts of Kharak,0,29.99
14722,Homie Rollerz,,
14723,Honda ATV Fever,,
14724,Honey Rose: Underdog Fighter Extraordinaire,0,0
14725,Honeycomb Beat,,
14726,Honor Cry: Aftermath,0,2.89
14727,Hoo-Boy,0,1.69
14728,Hook,0,0.79
14729,Hooked! Again: Real Motion Fishing,,
14730,Hooked! Real Motion Fishing,,
14731,Hookshot,0,1.69
14732,Hooligan Vasja,0,0.79
14733,Hooligan Vasja: Christmas,0,0.79
14734,Hooligan Vasja: Halloween,0,0.79
14735,Hoop Route,0,2.09
14736,Hoop Shot VR,0,0.79
14737,Hoops VR,0,4.79
14738,HOP,,
14739,Hop Step Sing! Kimamani☆Summer vacation (HQ Edition),0,4.99
14740,Hop Step Sing! Kisekiteki Shining! (HQ Edition),0,3.99
14741,Hop Step Sing! kiss×kiss×kiss (HQ Edition),0,3.99
14742,Hop Step Sing! Nozokanaide Naked Heart (HQ Edition),0,5.19
14743,Hopalong: The Badlands,0,11.39
14744,Hope for love,0,3.19
14745,Hope For Village,0,1.69
14746,Hope in Hell,0,1.99
14747,Hope is in 23,0,11.39
14748,Hope Lake,0,5.59
14749,Hope of Humanity,0,0.79
14750,HopeLine,0,5.34
14751,HoPiKo,0,4.99
14752,Hoplite,0,0.79
14753,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,,
14754,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,,
14755,Hoppie,,
14756,Hopscotch,0,1.99
14757,HorD: High or Die,0,1.69
14758,HORDE ATTACK,0,5.99
14759,Horde Of Plenty,0,3.99
14760,Horde: Zombie Outbreak,0,7.99
14761,HordeZ,0,12.99
14762,Horizon,0,22.99
14763,Horizon Chase Turbo,0,15.49
14764,Horizon Of History,0,3.99
14765,Horizon Shift,0,3.99
14766,Horizon Source,0,0
14767,Horns of Fear,0,3.99
14768,Horny Fighter,0,0.79
14769,Horrid Henry's Horrid Adventure,,
14770,Horrid Henry: Missions of Mischief,,
14771,Horrid Henry: The Good The Bad and The Bugly,,
14772,Horror Fish Simulator,0,0.79
14773,Horror Girl Puzzle,0,2.09
14774,Horror in the Asylum,0,3.99
14775,Horror Legends,0,7.19
14776,HORROR MAZE - Sci-Fi Edition,0,1.99
14777,HORROR OF THE DEEP,0,5.59
14778,Horror Rollercoaster,0,0.79
14779,Horror Stories,0,2.89
14780,HORSE,0,0
14781,Horse Farm,0,0
14782,Horse Life,,
14783,Horse Life 4: My Horse My Friend My Champion,,
14784,Horse Life Adventures,,
14785,Horse Paradise - My Dream Ranch,0,7.19
14786,Horse Racing 2016,0,6.99
14787,Horse Riding Deluxe,0,15.49
14788,Horse Riding Tales,0,0
14789,Horses 3D,,
14790,Horsez,,
14791,Hoshigami: Ruining Blue Earth,,
14792,Hoshigami: Ruining Blue Earth Remix,,
14793,hOSHIs Elektronauts,0,0.79
14794,Hoshizora no Comic Garden,,
14795,Hoshizora no Memoria -Wish upon a Shooting Star-,0,15.49
14796,Hospital Manager,0,3.99
14797,Hospital Tycoon,0,3.49
14798,Hospitalize,0,11.99
14799,HOST,0,7.19
14800,Hostage: Rescue Mission,0,3.99
14801,Hostil,0,3.99
14802,Hostile Dimension,0,1.59
14803,Hostile User Interface,0,1.69
14804,Hostile Waters: Antaeus Rising,0,2.09
14805,Hot 'n' Cold,,
14806,"Hot Dogs, Horseshoes & Hand Grenades",0,14.99
14807,HOT FIT!,18,0
14808,HOT GIRLS VR,0,9.29
14809,Hot Mars 69,0,0.79
14810,Hot Pinball Thrills,0,2.79
14811,HOT PINK,0,7.19
14812,Hot Pixel,,
14813,Hot Plates,0,3.99
14814,Hot Pool,0,0.79
14815,Hot Potato!,,
14816,Hot Runback - VR Runner,0,3.99
14817,Hot Shots Golf,,
14818,Hot Shots Golf 2,,
14819,Hot Shots Golf 3,,
14820,Hot Shots Golf Fore!,,
14821,Hot Shots Golf: Open Tee,,
14822,Hot Shots Golf: Open Tee 2,,
14823,Hot Shots Golf: Out of Bounds,,
14824,Hot Shots Golf: World Invitational,,
14825,Hot Shots Tennis,,
14826,Hot Shots Tennis: Get a Grip,,
14827,Hot Squat,0,0
14828,Hot Tin Roof: The Cat That Wore A Fedora,0,10.99
14829,Hot Wheels Turbo Racing,,
14830,Hot Wheels Ultimate Racing,,
14831,Hot Wheels Velocity X,,
14832,Hot Wheels World Race,,
14833,Hot Wheels: Battle Force 5,,
14834,Hot Wheels: Beat That!,,
14835,Hot Wheels: Burnin' Rubber,,
14836,Hot Wheels: Stunt Track Challenge,,
14837,Hot Wheels: Stunt Track Challenge / World Race,,
14838,Hot Wheels: Track Attack,,
14839,Hot Wheels: World Race,,
14840,HotBrain,,
14841,Hotdog Man,0,0.79
14842,Hotel Anatolia,0,0.79
14843,Hotel Blind,0,1.59
14844,Hotel Collectors Edition,0,4.99
14845,Hotel Dash™ Suite Success™,0,4.99
14846,Hotel Dracula,0,3.99
14847,Hotel Dusk: Room 215,,
14848,Hotel for Dogs,,
14849,Hotel Giant 2,0,5.59
14850,Hotel Giant DS,,
14851,Hotel Remorse,0,0
14852,Hotel Sowls,0,2.89
14853,Hotel Spring,0,2.89
14854,Hotel Transylvania 3: Monsters Overboard,0,15.49
14855,Hotel Transylvania Popstic,0,15.49
14856,Hotel Tutwin,0,0
14857,HotFloor,0,3.99
14858,HotHead,0,2.09
14859,Hotlap Heroes,0,5.79
14860,HotLead,0,0.79
14861,Hotline Miami,18,6.99
14862,Hotline Miami 2: Wrong Number,0,11.99
14863,HotPuzzle:Grils,0,0.79
14864,HotPuzzle:Video,0,0.79
14865,Houdini Indie,0,209.99
14866,Houkago Shounen,,
14867,HOUND,0,6.99
14868,Hour of Victory,,
14869,"House Dating VR: Cute Korean Girl, Sehyun",0,11.39
14870,House Flipper,0,15.49
14871,House M.D.,,
14872,House of 1000 Doors: Evil Inside,0,5.19
14873,House of Alice,0,6.99
14874,House of Caravan,0,1.59
14875,House of Evil,0,2.89
14876,House of Evil 2,0,10.29
14877,House of Hell (Standalone),0,3.99
14878,House of Nightmares B-Movie Edition,0,6.99
14879,House of Snark 6-in-1 Bundle,0,8.99
14880,House of the Dying Sun,0,14.99
14881,House of Velez part 1,0,2.89
14882,House Party,18,10.99
14883,Housekeeping,,
14884,Housekeeping VR,0,3.99
14885,Houshinengi,,
14886,"Houston, We Have Spinach!",0,5.79
14887,Hoven the Sages Spinel,0,1.59
14888,Hover,0,14.99
14889,Hover 2030,0,1.59
14890,Hover Bots VR,0,3.99
14891,Hover Havoc,0,2.99
14892,Hover Hazard,0,1.59
14893,Hover Junkers,0,15.49
14894,Hover Skate VR,0,6.99
14895,Hover X Souls: Git Gud Edition,0,3.99
14896,Hoverboards VR,0,0
14897,Hovercraft Drive,0,3.99
14898,Hoverloop,0,0
14899,Hovership Havoc,0,7.19
14900,How About Spikes,0,1.69
14901,how do you Do It?,0,0
14902,How to be Best Russian Game Developer,0,0.79
14903,How To Cope With Boredom and Loneliness,0,0
14904,How To Date A Magical Girl!,0,6.19
14905,How to Fool a Liar King / 嘘つきな王様の騙し方,0,11.39
14906,How To Make Your Grandpa Happy,0,0
14907,How To Meat People,0,3.99
14908,How to shoot a criminal,0,4.99
14909,How to Sing to Open Your Heart / 心を開く歌い方,0,11.39
14910,How to Survive,0,10.99
14911,How to Survive 2,0,10.99
14912,How To Survive: Third Person Standalone,0,6.99
14913,How to Take Off Your Mask / 貴方の仮面の外し方,0,9.29
14914,How to Train Your Dragon,,
14915,How to Train Your Dragon 2,,
14916,Howard Phillips Lovecar,0,1.69
14917,Howlville: The Dark Past,0,7.19
14918,Hoyeonjigi,0,2.89
14919,HSX HyperSonic.Xtreme,,
14920,htoL#NiQ: The Firefly Diary,,
14921,htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,0,6.99
14922,HTR+ Slot Car Simulation,0,4.99
14923,HUBE: Seeker of Achievements,0,0.79
14924,Hubert's Island Adventure: Mouse o' War,0,3.99
14925,Huckleberry Falls,0,4.79
14926,Hudson x GReeeeN Live!? DeeeeS!?,,
14927,Hue,0,11.99
14928,Hue Defense,0,2.09
14929,HueBots,0,0
14930,Huedango,0,0.79
14931,Huenison,0,3.99
14932,Huge Bang Bang,0,2.89
14933,Huge Enemy - Worldbreakers,0,7.19
14934,Hulì The Mage,0,0.79
14935,Hulk,,
14936,Hulk Hogan's Main Event,,
14937,Hum Drum Experiences,0,1.69
14938,Human-powered spacecraft,0,0.79
14939,Human Extinction Simulator,0,14.99
14940,"HUMAN LIVE-HOW LONG CAN HUMAN BEINGS EXIST?Survive the end of the earth, challenge disaster save the",0,2.89
14941,Human Resource Machine,0,6.99
14942,Human Rights,0,0
14943,Human Sacrifice,0,5.79
14944,"Human, we have a problem",0,7.19
14945,Human: Fall Flat,0,11.99
14946,Humanity Asset,0,1.69
14947,Humanity Must Perish,0,0
14948,Humans Must Answer,0,3.99
14949,Humble Abode,0,0.79
14950,Humble Pie,0,0.79
14951,Hummer Badlands,,
14952,Hummingz - Retro Arcade action revised,0,2.89
14953,Hunahpu Quest. Mechanoid,0,0.79
14954,Hunahpu: way of the Warrior,0,3.19
14955,HUNGER,0,3.99
14956,Hunger Apartment （蚀狱）,0,2.09
14957,Hunger Dungeon,0,0
14958,Hungry Fish Evolution,0,0.79
14959,Hungry Flame,0,4.99
14960,Hungry Piggy vs Chicken,0,2.89
14961,Hungry Shadows,0,0.79
14962,HunieCam Studio,18,4.99
14963,HuniePop,18,6.99
14964,Hunt 'n Sneak,0,15.49
14965,Hunt Down The Freeman,0,7.19
14966,Hunt For Gods,0,0
14967,Hunt Showdown,0,25.99
14968,Hunt: The Unknown Quarry,0,0
14969,Hunted: One Step Too Far,0,3.99
14970,Hunted: The Demon's Forge,,
14971,Hunted: The Demon’s Forge™,0,3.99
14972,Hunter,0,0.79
14973,Hunter's Legacy,0,4.99
14974,Hunter's Trial: The fight never ends,0,0
14975,HUNTER BRICK BALL,0,1.69
14976,Hunter Gatherer,0,1.59
14977,Hunter of Antiques,0,2.09
14978,Hunter x Hunter: Wonder Adventure,,
14979,Hunter: The Reckoning,,
14980,Hunter: The Reckoning  Wayward,,
14981,Hunter: The Reckoning Redeemer,,
14982,Hunters Life,0,0.79
14983,Hunters Of The Dead,0,3.99
14984,Hunting fields of Jackals,0,13.99
14985,Hunting Simulator,0,29.99
14986,HUNTING SIMULATOR VR,0,3.99
14987,Hunting Unlimited 2009,0,6.99
14988,Hunting Unlimited 2011,0,6.99
14989,Hunting Unlimited 4,0,6.99
14990,Hunting Unlimited™ 2008,0,4.99
14991,Huntsman: The Orphanage (Halloween Edition),0,6.19
14992,Hurl VR,0,3.99
14993,Hurricane,0,0.79
14994,Hurry Up Hedgehog!,,
14995,Hurtworld,0,19.49
14996,Hush,0,6.99
14997,Hush Hush - Unlimited Survival Horror,0,1.69
14998,Husk,0,15.99
14999,Hustle Cat,0,14.99
15000,Huusuienbu - Chapter Spring and Summer,0,10.99
15001,Huygens Principle,0,2.79
15002,HVRGUN,0,1.69
15003,Hyakka Hyakurou: Sengoku Ninpoujou,,
15004,Hyakka Yakou,,
15005,Hyakki Yagyou Kaidan Romance,,
15006,Hyakumanton no Bara Bara,,
15007,Hybrid Animals,0,4.99
15008,Hybrid Heaven,,
15009,Hybrid Wars,0,5.19
15010,HYBRIS - Pulse of Ruin,0,3.99
15011,Hydra Slayer,0,4.79
15012,Hydraulic Empire,0,5.59
15013,Hydro Thunder,,
15014,Hydroactive,0,1.99
15015,Hydrophobia: Prophecy,16,3.99
15016,HYKEE - Episode 1: Underwater,0,0.79
15017,Hylics,0,1.99
15018,Hypatia,0,0
15019,Hyper Bounce Blast,0,3.99
15020,Hyper Bowling VR,0,3.99
15021,Hyper Box,0,1.99
15022,Hyper color ball,0,0.79
15023,HYPER DRIVE ⚠️ The Insane Gravity Race,0,4.79
15024,Hyper Fighters,0,2.09
15025,Hyper Formation Soccer,,
15026,Hyper Gods,0,5.19
15027,Hyper Jam,0,10.29
15028,Hyper Knights,0,3.99
15029,Hyper Knights: Battles,0,3.99
15030,Hyper Light Drifter,0,14.99
15031,Hyper Scuffle,0,1.69
15032,Hyper Sentinel,0,11.99
15033,Hyper Simon X,0,0.79
15034,Hyper Train Corporation,0,5.79
15035,Hyper Void,0,6.99
15036,Hyperbolic Ignition,0,7.19
15037,Hyperborean Charter,0,3.99
15038,HyperBowl,0,2
15039,HYPERCHARGE: Unboxed,0,10.99
15040,Hyperdevotion Noire: Goddess Black Heart,,
15041,Hyperdevotion Noire: Goddess Black Heart (Neptunia),0,19.49
15042,Hyperdimension Idol Neptunia PP,,
15043,Hyperdimension Neptunia,,
15044,Hyperdimension Neptunia mk2,,
15045,Hyperdimension Neptunia Re;Birth 2,,
15046,Hyperdimension Neptunia Re;Birth 3,,
15047,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,0,19.49
15048,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2 / 超次次元遊戲 戰機少女 重生2,0,19.49
15049,Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY / 神次次元遊戲 戰機少女 重生3,0,19.49
15050,Hyperdimension Neptunia U: Action Unleashed,0,19.49
15051,Hyperdimension Neptunia Victory,,
15052,Hyperdimension Neptunia Victory II,,
15053,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,,
15054,Hyperdrive Massacre,0,6.99
15055,HYPERFIGHT Max Battle,0,0
15056,HyperFighter Boost Mode ON,0,5.79
15057,Hypergate,0,9.29
15058,HYPERGUN,0,11.39
15059,Hyperide VR,0,5.79
15060,HYPERNOVA: Escape from Hadea,0,13.99
15061,HyperParasite,0,6.19
15062,HyperRogue,0,3.99
15063,Hypersensitive Bob,0,3.99
15064,Hypership Out of Control,0,1.59
15065,Hypership Out of Control 2,0,3.99
15066,Hypersonic Speed Girl / 超速少女,0,7.19
15067,Hyperspace Delivery Service,0,7.19
15068,Hyperspace Dogfights,0,8
15069,Hyperspace Invaders II: Pixel Edition,0,3.99
15070,Hyperspace Pinball,0,1.99
15071,Hyperspeed,0,4.99
15072,Hypertrain,0,7.19
15073,Hyperun,0,4.79
15074,HyperZen Training,0,0
15075,Hypnorain,0,3.99
15076,Hypnosis,0,3.99
15077,Hypnospace Outlaw,0,15.49
15078,Hyposphere,0,1.99
15079,Hyrule Warriors,,
15080,Hyspherical 2,0,2.79
15081,Hyss,0,11.39
15082,Hysteria Hospital: Emergency Ward,,
15083,I'm A Celebrity: Get Me Out of Here!,,
15084,I'm an adventurer,0,2.09
15085,I'm Lost,0,0.79
15086,I'm on Observation Duty,0,1.69
15087,I'm the Koala,0,1.69
15088,I'm Titanium,0,4.99
15089,I-Ninja,,
15090,I ♥ You!,0,0.79
15091,I Am Alive,18,12.49
15092,I am Bread,0,9.99
15093,I Am Caligula,0,0.79
15094,I Am In The Movie,,
15095,I am not a Monster,0,10.29
15096,I Am Overburdened,0,3.99
15097,I am Setsuna,0,29.99
15098,I Am The Hero,0,6.99
15099,I Am Vegend - Zombiegeddon,0,1.69
15100,I am Weapon: Revival,0,11.99
15101,I and Me,0,6.99
15102,I Can't Believe It's Not Gambling,0,0.79
15103,I Can't Escape: Darkness,0,8.99
15104,I Can See the Future,0,2.89
15105,I Doll U,,
15106,I Don't Have Many Friends Portable,,
15107,I Expect You To Die,0,18.99
15108,I fell from Grace,0,5.79
15109,I Hate Heroes: Rocket Man,0,4.79
15110,I Hate Running Backwards,0,10.99
15111,I Hate Santa,0,1.99
15112,I hate this game,0,2.09
15113,"I Have No Mouth, and I Must Scream",0,4.79
15114,I Heart Geeks,,
15115,I Know a Tale,0,2.99
15116,I Love Beauty: Hollywood Makeover,,
15117,I Love Horses,,
15118,I Love Horses: Rider's Paradise,,
15119,I Love Puppies,,
15120,I Misteri di Maggia,0,0
15121,I must kill...: Fresh Meat,0,0
15122,I Pay No Rent,0,2.89
15123,I Shall Remain,0,6.99
15124,I Spy: Castle,,
15125,I Spy: Fun House,,
15126,I Spy: Spooky Mansion,,
15127,I Spy: Universe,,
15128,I Support Breast Cancer Research,0,7.19
15129,i wanna be the Creator,0,4.79
15130,I want cookies,0,0.79
15131,I Want To Be Human,0,1.99
15132,I Want Toilet!!!!!!,0,2.79
15133,I was here,0,2.89
15134,I was rebuilt,0,3.99
15135,I Will Escape,0,0.79
15136,"I, Cyborg",0,4.79
15137,"I, Gladiator",0,5.59
15138,"I, Hope",0,7.19
15139,"I, Zombie",0,1.59
15140,I.F.O,0,2.09
15141,I.Q. Remix+: Intelligent Qube,,
15142,I`m Turkey,0,0.79
15143,IA/VT Colorful,,
15144,IACTURA,0,0.79
15145,Ian's Eyes,0,6.99
15146,ibb & obb,0,8.99
15147,iBomber Attack,0,4.99
15148,iBomber Defense,0,2.99
15149,iBomber Defense Pacific,0,2.99
15150,iCarly,,
15151,iCarly 2: iJoin The Click!,,
15152,Icarus-X: Tides of Fire,0,3.99
15153,Icarus Six Sixty Six,0,0
15154,Icarus Starship Command Simulator,0,2.79
15155,ICARUS.1,0,4.99
15156,Ice Age,,
15157,Ice Age 2: The Meltdown,,
15158,Ice Age: Dawn of the Dinosaurs,,
15159,ICE AGENT,0,3.99
15160,Ice Caves of Europa,0,6.99
15161,Ice Climber,,
15162,Ice Cream Factory,0,2.09
15163,Ice Cream Surfer,0,1.99
15164,Ice Hockey,,
15165,Ice Lakes,0,10.99
15166,Icebound,0,11.39
15167,ICEBOX: Speedgunner,0,3.99
15168,ICED,0,6.99
15169,ICED VR,0,7.19
15170,Icesolation,0,7.19
15171,Icewind Dale II,,
15172,Icewind Dale: Enhanced Edition,0,14.99
15173,ICEY,0,8.99
15174,Ichi,0,3.99
15175,Icky,0,0.79
15176,ICO,,
15177,Iconoclasts,0,17.49
15178,ICY: Frostbite Edition,0,9.99
15179,Icycle: On Thin Ice,0,5.19
15180,Ide Yosuke no Mahjong Kazoku,,
15181,Identity,0,23.79
15182,Idioctopus,0,4.99
15183,Idle Adventure,0,0
15184,Idle Bouncer,0,0
15185,Idle Champions of the Forgotten Realms,0,0
15186,Idle Civilization,0,3.99
15187,Idle Earth,0,1.69
15188,Idle Evolution,0,3.49
15189,Idle Heist,0,0
15190,Idle Hunter,0,0.79
15191,Idle Kingdom Builder,0,0
15192,Idle Racing GO: Clicker Tycoon,0,0
15193,Idle Space Raider,0,0
15194,Idle Wizard,0,0
15195,idleBeer,0,0.79
15196,Idling to Rule the Gods,0,0
15197,Idol Hands,0,3.99
15198,Idol Janshi Suchie-Pai IV,,
15199,Idol Janshi Suchie-Pai Remix,,
15200,Idol Magical Girl Chiru Chiru Michiru Part 1,0,14.99
15201,Idol Magical Girl Chiru Chiru Michiru Part 2,0,14.99
15202,Idolzzz,0,0.79
15203,If My Heart Had Wings,0,10.99
15204,If My Heart Had Wings -Flight Diary-,0,11.39
15205,If Only...,0,0
15206,iFactor,0,0
15207,Iffy Institute,0,4.79
15208,Iggy's Egg Adventure,0,3.99
15209,Iggy's Reckin' Balls,,
15210,Iggy's Zombie A-Pug-Alypse,0,2.79
15211,IgKnight Food Fight,0,5.19
15212,Ignis Avis Venatio,0,15.49
15213,Ignite,0,6.99
15214,Ignition,0,6.99
15215,Igor: The Game,,
15216,iGrow Game,0,3.99
15217,IGT Slots Paradise Garden,0,14.99
15218,IGT Slots: Lucky Larry's Lobstermania,,
15219,IHF Handball Challenge 12,0,2.09
15220,IHF Handball Challenge 14,0,6.99
15221,IHRA Drag Racing 2,,
15222,IHRA Drag Racing 2004,,
15223,IHRA Drag Racing: Sportsman Edition,,
15224,IHRA Professional Drag Racing 2005,,
15225,iHUGU,0,3.99
15226,IIN,0,4.79
15227,Ikao The Lost Souls,0,1.9
15228,IKAROS,0,0
15229,Ikaruga,0,6.99
15230,IKEA VR Experience,0,0
15231,IKEA VR Pancake Kitchen,0,0
15232,ikenie,0,2.09
15233,Ikki Tousen: Eloquent Fist,,
15234,Ikki Tousen: Shining Dragon,,
15235,Ikki Tousen: Xross Impact,,
15236,IL-2 Sturmovik,,
15237,IL-2 Sturmovik: 1946,0,8.69
15238,IL-2 Sturmovik: Battle of Stalingrad,0,39.99
15239,IL-2 Sturmovik: Birds of Prey,,
15240,IL-2 Sturmovik: Cliffs of Dover,,
15241,IL-2 Sturmovik: Cliffs of Dover Blitz Edition,0,19.49
15242,IL-2 Sturmovik: Forgotten Battles,,
15243,Ilamentia,0,2.09
15244,illie,0,1.69
15245,Illuminascii,0,7.99
15246,illumine,0,4.79
15247,ILLUSION,0,3.99
15248,Illusion of Gaia,,
15249,Illusion: A Tale of the Mind,0,15.99
15250,Illusoria,0,6.99
15251,Illville: Return instructions. Act 1,0,7.19
15252,Illyriad - Grand Strategy MMO,0,3.99
15253,Imabikisou,,
15254,Imagine Animal Doctor Care Center,,
15255,Imagine Earth,0,15.49
15256,Imagine Figure Skater (JP sales),,
15257,Imagine Me,0,1.99
15258,Imagine: Animal Doctor,,
15259,Imagine: Artist,,
15260,Imagine: Babysitters,,
15261,Imagine: Babyz,,
15262,Imagine: Babyz Fashion,,
15263,Imagine: Ballet Star,,
15264,Imagine: Boutique Owner,,
15265,Imagine: Cheerleader,,
15266,Imagine: Detective,,
15267,Imagine: Family Doctor,,
15268,Imagine: Fashion Designer,,
15269,Imagine: Fashion Designer New York,,
15270,Imagine: Fashion Designer World Tour,,
15271,Imagine: Fashion Party,,
15272,Imagine: Fashion Stylist,,
15273,Imagine: Figure Skater (US sales),,
15274,Imagine: Gymnast,,
15275,Imagine: Ice Champions,,
15276,Imagine: Interior Designer,,
15277,Imagine: Makeup Artist,,
15278,Imagine: Master Chef,,
15279,Imagine: Movie Star,,
15280,Imagine: Music Fest,,
15281,Imagine: My Restaurant,,
15282,Imagine: Party Babyz,,
15283,Imagine: Party Planner,,
15284,Imagine: Reporter,,
15285,Imagine: Resort Owner,,
15286,Imagine: Rock Star,,
15287,Imagine: Salon Stylist,,
15288,Imagine: Soccer Captain,,
15289,Imagine: Sweet 16,,
15290,Imagine: Teacher,,
15291,Imagine: Teacher Class Trip,,
15292,Imagine: Wedding Designer,,
15293,Imagine: Zookeeper,,
15294,IMAZE.EXE,0,0.79
15295,IMAZE.EXE 2,0,0.79
15296,iMemory,0,0.79
15297,"Imhotep, Pyramid Builder",0,5.59
15298,IMM Defense,0,0.79
15299,Immerse Creator,0,14.99
15300,Immersion,0,6.99
15301,Immersion Chess,0,0
15302,Immersive Poetry,0,1.69
15303,Immortal Darkness: Curse of The Pale King,0,11.39
15304,Immortal Defense,0,6.99
15305,Immortal Empire,0,0
15306,Immortal Heroes,0,0.79
15307,Immortal Planet,0,10.99
15308,Immortal Redneck,0,14.95
15309,Immortal: Unchained,0,24.99
15310,Immortals(修仙志),0,2.89
15311,Impact Racing,,
15312,Impact Winter,0,15.99
15313,Impale,0,1.69
15314,Imperatum,0,14.99
15315,Imperi,0,0.79
15316,Imperi II,0,2.09
15317,Imperia Online,0,0
15318,Imperial Glory,0,3.99
15319,Imperialism: Fate of India,0,6.19
15320,Imperialism: The Dark Continent,0,6.19
15321,Imperil,0,1.69
15322,Imperium Galactica,0,4.49
15323,Imperium Galactica II,0,8.99
15324,Imperium Romanum,,
15325,Imperium Romanum Gold Edition,0,7.99
15326,Impire,0,14.99
15327,Impixable,0,2.09
15328,Import Tuner Challenge (American sales),,
15329,Impossiball,0,0.79
15330,Impossible Creatures,,
15331,Impossible Creatures Steam Edition,0,8.99
15332,Impossible Geometry,0,1.99
15333,Impossible Jumpy Quest,0,1.69
15334,Impossible Mission,,
15335,Impossible Quest,0,1.59
15336,Impossible Runner,0,0
15337,Impossible Tower Defense 2D,0,0.79
15338,Impossibox,0,1.69
15339,Impresja,0,2.49
15340,imprint-X,0,3.99
15341,Imprisoned Light,0,0.79
15342,Impromptu Vector Field Painter,0,15.49
15343,Impulse of War,0,0
15344,Impulse Revolution,0,4.99
15345,Impulse: Space Combat,0,3.99
15346,Impulsion,0,10.29
15347,Impulsow,0,0.79
15348,IMSCARED,0,2.79
15349,IN-VERT,0,1.99
15350,In Between,0,8.99
15351,In Between Games,0,1.69
15352,"In Case of Emergency, Release Raptor",0,0
15353,In Celebration of Violence,0,5.59
15354,In Cold Blood,,
